,sector,rounded_salary_2016,percentage,count
329,Hospitals and Boards of Public Health,525000,0.028499694646128792,1
330,Hospitals and Boards of Public Health,530000,0.028771120309425257,1
331,Hospitals and Boards of Public Health,545000,0.0591707945986293,2
332,Hospitals and Boards of Public Health,570000,0.030942525615796974,1
333,Hospitals and Boards of Public Health,575000,0.03121395127909344,1
334,Hospitals and Boards of Public Health,585000,0.03175680260568637,1
335,Hospitals and Boards of Public Health,615000,0.033385356585465154,1
336,Hospitals and Boards of Public Health,630000,0.03419963357535455,1
337,Hospitals and Boards of Public Health,635000,0.034471059238651014,1
338,Hospitals and Boards of Public Health,660000,0.32245368799620006,9
339,Hospitals and Boards of Public Health,675000,0.036642464545022735,1
340,Hospitals and Boards of Public Health,690000,0.03745674153491212,1
341,Hospitals and Boards of Public Health,715000,0.03881386985139445,1
342,Hospitals and Boards of Public Health,720000,0.07817059102938183,2
343,Hospitals and Boards of Public Health,755000,0.04098527515776617,1
344,Municipalities and Services,100000,9.365070164252328,4443
345,Municipalities and Services,105000,18.67512607433248,8438
346,Municipalities and Services,110000,14.338274428383983,6184
347,Municipalities and Services,115000,13.232614389073031,5459
348,Municipalities and Services,120000,10.8359110286717,4284
349,Municipalities and Services,125000,7.527572996643287,2857
350,Municipalities and Services,130000,6.370903572237826,2325
351,Municipalities and Services,135000,4.370787641817157,1536
352,Municipalities and Services,140000,2.99817146109217,1016
353,Municipalities and Services,145000,2.075259921272705,679
354,Municipalities and Services,150000,1.631457192692168,516
355,Municipalities and Services,155000,1.4310029562257272,438
356,Municipalities and Services,160000,1.0994419531114143,326
357,Municipalities and Services,165000,1.0990203879453442,316
358,Municipalities and Services,170000,0.8026600761979038,224
359,Municipalities and Services,175000,0.8779094583414573,238
360,Municipalities and Services,180000,0.4932312443022833,130
361,Municipalities and Services,185000,0.3587519563258488,92
362,Municipalities and Services,190000,0.3123797880581128,78
363,Municipalities and Services,195000,0.3411516106424126,83
364,Municipalities and Services,200000,0.24029214466008675,57
365,Municipalities and Services,205000,0.1771627610410552,41
366,Municipalities and Services,210000,0.15049876428710696,34
367,Municipalities and Services,215000,0.1676775448044728,37
368,Municipalities and Services,220000,0.15766537211030252,34
369,Municipalities and Services,225000,0.08062433801095016,17
370,Municipalities and Services,230000,0.07271999114713151,15
371,Municipalities and Services,235000,0.05448729771458984,11
372,Municipalities and Services,240000,0.04047025594275145,8
373,Municipalities and Services,245000,0.08779094583414572,17
374,Municipalities and Services,250000,0.07904346863818643,15
375,Municipalities and Services,255000,0.03224973520438006,6
376,Municipalities and Services,260000,0.04384277727131407,8
377,Municipalities and Services,265000,0.04468590760345473,8
378,Municipalities and Services,270000,0.06260242716144365,11
379,Municipalities and Services,275000,0.03477912620080203,6
380,Municipalities and Services,280000,0.029509561624922933,5
381,Municipalities and Services,285000,0.06007303616502169,10
382,Municipalities and Services,290000,0.024450779632079003,4
383,Municipalities and Services,295000,0.006218086199537332,1
384,Municipalities and Services,300000,0.018970432473164742,3
385,Municipalities and Services,320000,0.006745042657125242,1
386,Municipalities and Services,330000,0.006955825240160405,1
387,Municipalities and Services,335000,0.021183649595033962,3
388,Municipalities and Services,340000,0.014333215646391138,2
389,Municipalities and Services,350000,0.0221321712186922,3
390,Municipalities and Services,370000,0.0077989555723010605,1
391,Municipalities and Services,425000,0.008958259778994462,1
392,Municipalities and Services,445000,0.009379824945064789,1
393,Ontario Power Generation,100000,1.6225732388995708,200
394,Ontario Power Generation,105000,3.6544405773115582,429
395,Ontario Power Generation,110000,5.78285102343807,648
396,Ontario Power Generation,115000,5.849782169542678,627
397,Ontario Power Generation,120000,8.24591720008762,847
398,Ontario Power Generation,125000,7.595670974598616,749
399,Ontario Power Generation,130000,7.034666277249089,667
400,Ontario Power Generation,135000,5.640470221724633,515
401,Ontario Power Generation,140000,6.837523628722791,602
402,Ontario Power Generation,145000,6.081810142705316,517
403,Ontario Power Generation,150000,5.171952198992382,425
404,Ontario Power Generation,155000,4.552129221732746,362
405,Ontario Power Generation,160000,4.062923390204525,313
406,Ontario Power Generation,165000,3.6544405773115582,273
407,Ontario Power Generation,170000,3.254881917232539,236
408,Ontario Power Generation,175000,2.8820957155953626,203
409,Ontario Power Generation,180000,2.0444422810134593,140
410,Ontario Power Generation,185000,1.7260122828794184,115
411,Ontario Power Generation,190000,1.2023267700245819,78
412,Ontario Power Generation,195000,1.123226324628228,71
413,Ontario Power Generation,200000,1.2007041967856824,74
414,Ontario Power Generation,205000,1.164196298910442,70
415,Ontario Power Generation,210000,0.7666658553800472,45
416,Ontario Power Generation,215000,0.7325918173631563,42
417,Ontario Power Generation,220000,0.8567186701389734,48
418,Ontario Power Generation,225000,0.5476184681286052,30
419,Ontario Power Generation,230000,0.6344261364097322,34
420,Ontario Power Generation,235000,0.6100875378262386,32
421,Ontario Power Generation,240000,0.6035972448706404,31
422,Ontario Power Generation,245000,0.49691305441299355,25
423,Ontario Power Generation,250000,0.3042324822936695,15
424,Ontario Power Generation,255000,0.33100494073551245,16
425,Ontario Power Generation,260000,0.33749523369111073,16
426,Ontario Power Generation,265000,0.1934918587387738,9
427,Ontario Power Generation,270000,0.2847616034268747,13
428,Ontario Power Generation,275000,0.2007934383138219,9
429,Ontario Power Generation,280000,0.11358012672296995,5
430,Ontario Power Generation,285000,0.11560834327159442,5
431,Ontario Power Generation,290000,0.16469118374830644,7
432,Ontario Power Generation,295000,0.04786591054753734,2
433,Ontario Power Generation,300000,0.29206318300192274,12
434,Ontario Power Generation,305000,0.19795393514574763,8
435,Ontario Power Generation,310000,0.2514988520294335,10
436,Ontario Power Generation,315000,0.07666658553800472,3
437,Ontario Power Generation,320000,0.05192234364478627,2
438,Ontario Power Generation,325000,0.1054672605284721,4
439,Ontario Power Generation,330000,0.08031737532552875,3
440,Ontario Power Generation,335000,0.08153430525470344,3
441,Ontario Power Generation,345000,0.027989388371017596,1
442,Ontario Power Generation,350000,0.056790063361484976,2
443,Ontario Power Generation,355000,0.11520269996186953,4
444,Ontario Power Generation,365000,0.029611961609917168,1
445,Ontario Power Generation,385000,0.031234534848816737,1
446,Ontario Power Generation,390000,0.06328035631708326,2
447,Ontario Power Generation,400000,0.032451464777991414,1
448,Ontario Power Generation,405000,0.03285710808771631,1
449,Ontario Power Generation,425000,0.10343904397984764,3
450,Ontario Power Generation,430000,0.1395412985453631,4
451,Ontario Power Generation,435000,0.03529096794606566,1
452,Ontario Power Generation,470000,0.03813047111413991,1
453,Ontario Power Generation,525000,0.04259254752111374,1
454,Ontario Power Generation,530000,0.08599638166167725,2
455,Ontario Power Generation,555000,0.04502640737946309,1
456,Ontario Power Generation,565000,0.045837693998912875,1
457,Ontario Power Generation,600000,0.048677197166987124,1
458,Ontario Power Generation,835000,0.06774243272405708,1
459,Ontario Power Generation,1155000,0.09370360454645021,1
460,Other Public Sector Employers,100000,7.66672876829881,679
461,Other Public Sector Employers,105000,12.958352387243195,1093
462,Other Public Sector Employers,110000,10.793263666593274,869
463,Other Public Sector Employers,115000,8.14152397405281,627
464,Other Public Sector Employers,120000,6.666327930491337,492
465,Other Public Sector Employers,125000,6.323075272823761,448
466,Other Public Sector Employers,130000,4.491641684873736,306
467,Other Public Sector Employers,135000,4.740612773741172,311
468,Other Public Sector Employers,140000,3.5409221527813064,224
469,Other Public Sector Employers,145000,3.176216204009507,194
470,Other Public Sector Employers,150000,2.5066476974408483,148
471,Other Public Sector Employers,155000,2.5727012516301677,147
472,Other Public Sector Employers,160000,2.80021904939338,155
473,Other Public Sector Employers,165000,1.788527005741578,96
474,Other Public Sector Employers,170000,1.5356039948286277,80
475,Other Public Sector Employers,175000,1.798124530709257,91
476,Other Public Sector Employers,180000,0.9755601849499518,48
477,Other Public Sector Employers,185000,0.9399928865403181,45
478,Other Public Sector Employers,190000,0.943944808585833,44
479,Other Public Sector Employers,195000,0.7706247988753959,35
480,Other Public Sector Employers,200000,1.3097798779420649,58
