,sector,rounded_salary_2016,count,count_percent
0,Colleges,100000,585,10.883720930232558
1,Colleges,105000,2261,42.06511627906977
2,Colleges,110000,1135,21.11627906976744
3,Colleges,115000,357,6.641860465116279
4,Colleges,120000,214,3.9813953488372094
5,Colleges,125000,143,2.66046511627907
6,Colleges,130000,120,2.2325581395348837
7,Colleges,135000,113,2.1023255813953488
8,Colleges,140000,82,1.5255813953488373
9,Colleges,145000,65,1.2093023255813953
10,Colleges,150000,46,0.8558139534883721
11,Colleges,155000,39,0.7255813953488373
12,Colleges,160000,28,0.5209302325581395
13,Colleges,165000,30,0.5581395348837209
14,Colleges,170000,23,0.42790697674418604
15,Colleges,175000,14,0.26046511627906976
16,Colleges,180000,12,0.22325581395348837
17,Colleges,185000,17,0.31627906976744186
18,Colleges,190000,8,0.14883720930232558
19,Colleges,195000,11,0.20465116279069767
20,Colleges,200000,7,0.13023255813953488
21,Colleges,205000,3,0.05581395348837209
22,Colleges,210000,8,0.14883720930232558
23,Colleges,215000,3,0.05581395348837209
24,Colleges,220000,10,0.18604651162790697
25,Colleges,225000,3,0.05581395348837209
26,Colleges,230000,4,0.07441860465116279
27,Colleges,235000,2,0.037209302325581395
28,Colleges,240000,1,0.018604651162790697
29,Colleges,250000,3,0.05581395348837209
30,Colleges,255000,4,0.07441860465116279
31,Colleges,260000,2,0.037209302325581395
32,Colleges,270000,1,0.018604651162790697
33,Colleges,280000,1,0.018604651162790697
34,Colleges,285000,4,0.07441860465116279
35,Colleges,290000,2,0.037209302325581395
36,Colleges,295000,4,0.07441860465116279
37,Colleges,300000,1,0.018604651162790697
38,Colleges,305000,1,0.018604651162790697
39,Colleges,310000,1,0.018604651162790697
40,Colleges,335000,1,0.018604651162790697
41,Colleges,345000,1,0.018604651162790697
42,Colleges,360000,1,0.018604651162790697
43,Colleges,410000,1,0.018604651162790697
44,Colleges,415000,1,0.018604651162790697
45,Colleges,460000,1,0.018604651162790697
46,Colleges,495000,1,0.018604651162790697
47,Crown Agencies,100000,403,8.49852382960776
48,Crown Agencies,105000,781,16.469843947701392
49,Crown Agencies,110000,661,13.939266132433572
50,Crown Agencies,115000,461,9.72163644032054
51,Crown Agencies,120000,380,8.013496415014762
52,Crown Agencies,125000,280,5.904681568958245
53,Crown Agencies,130000,292,6.157739350485027
54,Crown Agencies,135000,194,4.091100801349642
55,Crown Agencies,140000,165,3.479544495993252
56,Crown Agencies,145000,118,2.488401518346689
57,Crown Agencies,150000,99,2.087726697595951
58,Crown Agencies,155000,93,1.9611978068325602
59,Crown Agencies,160000,70,1.4761703922395613
60,Crown Agencies,165000,73,1.5394348376212568
61,Crown Agencies,170000,62,1.3074652045550401
62,Crown Agencies,175000,63,1.3285533530156053
63,Crown Agencies,180000,42,0.8857022353437368
64,Crown Agencies,185000,43,0.906790383804302
65,Crown Agencies,190000,47,0.9911429776465627
66,Crown Agencies,195000,28,0.5904681568958245
67,Crown Agencies,200000,39,0.8224377899620413
68,Crown Agencies,205000,38,0.8013496415014761
69,Crown Agencies,210000,25,0.527203711514129
70,Crown Agencies,215000,28,0.5904681568958245
71,Crown Agencies,220000,14,0.2952340784479123
72,Crown Agencies,225000,17,0.3584985238296078
73,Crown Agencies,230000,24,0.5061155630535639
74,Crown Agencies,235000,12,0.25305778152678193
75,Crown Agencies,240000,8,0.1687051876845213
76,Crown Agencies,245000,12,0.25305778152678193
77,Crown Agencies,250000,11,0.2319696330662168
78,Crown Agencies,255000,13,0.2741459299873471
79,Crown Agencies,260000,6,0.12652889076339097
80,Crown Agencies,265000,17,0.3584985238296078
81,Crown Agencies,270000,10,0.21088148460565162
82,Crown Agencies,275000,4,0.08435259384226065
83,Crown Agencies,280000,6,0.12652889076339097
84,Crown Agencies,285000,2,0.04217629692113033
85,Crown Agencies,290000,11,0.2319696330662168
86,Crown Agencies,295000,8,0.1687051876845213
87,Crown Agencies,300000,6,0.12652889076339097
88,Crown Agencies,305000,1,0.021088148460565163
89,Crown Agencies,310000,10,0.21088148460565162
90,Crown Agencies,315000,3,0.06326444538169548
91,Crown Agencies,320000,2,0.04217629692113033
92,Crown Agencies,325000,2,0.04217629692113033
93,Crown Agencies,330000,2,0.04217629692113033
94,Crown Agencies,335000,2,0.04217629692113033
